rule_id,source,key,column,raw_value,severity,category,description,action
liaison_id_web_missing,LIAISON,7192,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7193,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7194,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7195,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7196,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7200,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7201,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7203,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_id_web_missing,LIAISON,7204,id_web_raw,,medium,anomalie_probable,Référence ERP sans identifiant Web; peut correspondre à un produit hors ligne.,Confirmer le périmètre et compléter le mapping si le produit doit être vendu en ligne.
liaison_web_product_missing,RAPPROCHEMENT,4289,id_web,13771,medium,anomalie_probable,Identifiant Web présent dans la liaison mais absent des lignes produit Web.,"Vérifier désactivation, obsolescence ou défaut d'export."
liaison_web_product_missing,RAPPROCHEMENT,4568,id_web,15065,medium,anomalie_probable,Identifiant Web présent dans la liaison mais absent des lignes produit Web.,"Vérifier désactivation, obsolescence ou défaut d'export."
liaison_web_product_missing,RAPPROCHEMENT,4584,id_web,14785,medium,anomalie_probable,Identifiant Web présent dans la liaison mais absent des lignes produit Web.,"Vérifier désactivation, obsolescence ou défaut d'export."
liaison_web_product_missing,RAPPROCHEMENT,4741,id_web,12601,medium,anomalie_probable,Identifiant Web présent dans la liaison mais absent des lignes produit Web.,"Vérifier désactivation, obsolescence ou défaut d'export."
liaison_web_product_missing,RAPPROCHEMENT,4864,id_web,15154,medium,anomalie_probable,Identifiant Web présent dans la liaison mais absent des lignes produit Web.,"Vérifier désactivation, obsolescence ou défaut d'export."
liaison_web_product_missing,RAPPROCHEMENT,4869,id_web,14360,medium,anomalie_probable,Identifiant Web présent dans la liaison mais absent des lignes produit Web.,"Vérifier désactivation, obsolescence ou défaut d'export."
liaison_web_product_missing,RAPPROCHEMENT,4921,id_web,15608,medium,anomalie_probable,Identifiant Web présent dans la liaison mais absent des lignes produit Web.,"Vérifier désactivation, obsolescence ou défaut d'export."
liaison_web_product_missing,RAPPROCHEMENT,4922,id_web,15586,medium,anomalie_probable,Identifiant Web présent dans la liaison mais absent des lignes produit Web.,"Vérifier désactivation, obsolescence ou défaut d'export."
liaison_web_product_missing,RAPPROCHEMENT,5018,id_web,15272,medium,anomalie_probable,Identifiant Web présent dans la liaison mais absent des lignes produit Web.,"Vérifier désactivation, obsolescence ou défaut d'export."
liaison_web_product_missing,RAPPROCHEMENT,5021,id_web,15630,medium,anomalie_probable,Identifiant Web présent dans la liaison mais absent des lignes produit Web.,"Vérifier désactivation, obsolescence ou défaut d'export."
liaison_web_product_missing,RAPPROCHEMENT,5505,id_web,14648,medium,anomalie_probable,Identifiant Web présent dans la liaison mais absent des lignes produit Web.,"Vérifier désactivation, obsolescence ou défaut d'export."
liaison_web_product_missing,RAPPROCHEMENT,5559,id_web,14715,medium,anomalie_probable,Identifiant Web présent dans la liaison mais absent des lignes produit Web.,"Vérifier désactivation, obsolescence ou défaut d'export."
liaison_web_product_missing,RAPPROCHEMENT,5570,id_web,14730,medium,anomalie_probable,Identifiant Web présent dans la liaison mais absent des lignes produit Web.,"Vérifier désactivation, obsolescence ou défaut d'export."
liaison_web_product_missing,RAPPROCHEMENT,5800,id_web,14689,medium,anomalie_probable,Identifiant Web présent dans la liaison mais absent des lignes produit Web.,"Vérifier désactivation, obsolescence ou défaut d'export."
liaison_web_product_missing,RAPPROCHEMENT,5953,id_web,14379,medium,anomalie_probable,Identifiant Web présent dans la liaison mais absent des lignes produit Web.,"Vérifier désactivation, obsolescence ou défaut d'export."
liaison_web_product_missing,RAPPROCHEMENT,5954,id_web,15609,medium,anomalie_probable,Identifiant Web présent dans la liaison mais absent des lignes produit Web.,"Vérifier désactivation, obsolescence ou défaut d'export."
liaison_web_product_missing,RAPPROCHEMENT,5955,id_web,14377,medium,anomalie_probable,Identifiant Web présent dans la liaison mais absent des lignes produit Web.,"Vérifier désactivation, obsolescence ou défaut d'export."
liaison_web_product_missing,RAPPROCHEMENT,5957,id_web,13577,medium,anomalie_probable,Identifiant Web présent dans la liaison mais absent des lignes produit Web.,"Vérifier désactivation, obsolescence ou défaut d'export."
liaison_web_product_missing,RAPPROCHEMENT,6100,id_web,15529,medium,anomalie_probable,Identifiant Web présent dans la liaison mais absent des lignes produit Web.,"Vérifier désactivation, obsolescence ou défaut d'export."
liaison_web_product_missing,RAPPROCHEMENT,7329,id_web,14680-1,medium,anomalie_probable,Identifiant Web présent dans la liaison mais absent des lignes produit Web.,"Vérifier désactivation, obsolescence ou défaut d'export."
